datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH272	Homo sapiens	eCLIP	HNRNPK	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR828ZID	ENCSR828ZID	hg19	Gene Yeo, UCSD	-	-	-
SBDH273	Homo sapiens	eCLIP	HNRNPK	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR828ZID	ENCSR828ZID	hg19	Gene Yeo, UCSD	-	-	-
SBDH274	Homo sapiens	eCLIP	SRSF1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR989VIY	ENCSR989VIY	hg19	Gene Yeo, UCSD	-	-	-
SBDH275	Homo sapiens	eCLIP	SRSF1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR989VIY	ENCSR989VIY	hg19	Gene Yeo, UCSD	-	-	-
SBDH276	Homo sapiens	eCLIP	SLBP	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR483NOP	ENCSR483NOP	hg19	Gene Yeo, UCSD	-	-	-
SBDH277	Homo sapiens	eCLIP	SLBP	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR483NOP	ENCSR483NOP	hg19	Gene Yeo, UCSD	-	-	-
SBDH278	Homo sapiens	eCLIP	SF3A3	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR331MIC	ENCSR331MIC	hg19	Gene Yeo, UCSD	-	-	-
SBDH279	Homo sapiens	eCLIP	SF3A3	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR331MIC	ENCSR331MIC	hg19	Gene Yeo, UCSD	-	-	-
SBDH280	Homo sapiens	eCLIP	TNRC6A	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR218NAB	ENCSR218NAB	hg19	Gene Yeo, UCSD	-	-	-
SBDH281	Homo sapiens	eCLIP	TNRC6A	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR218NAB	ENCSR218NAB	hg19	Gene Yeo, UCSD	-	-	-
SBDH282	Homo sapiens	eCLIP	CSTF2T	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR840DRD	ENCSR840DRD	hg19	Gene Yeo, UCSD	-	-	-
SBDH283	Homo sapiens	eCLIP	CSTF2T	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR840DRD	ENCSR840DRD	hg19	Gene Yeo, UCSD	-	-	-
SBDH284	Homo sapiens	eCLIP	SMNDC1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR373ODC	ENCSR373ODC	hg19	Gene Yeo, UCSD	-	-	-
SBDH285	Homo sapiens	eCLIP	SMNDC1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR373ODC	ENCSR373ODC	hg19	Gene Yeo, UCSD	-	-	-
SBDH286	Homo sapiens	eCLIP	NPM1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR867DSZ	ENCSR867DSZ	hg19	Gene Yeo, UCSD	-	-	-
SBDH287	Homo sapiens	eCLIP	NPM1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR867DSZ	ENCSR867DSZ	hg19	Gene Yeo, UCSD	-	-	-
SBDH288	Homo sapiens	eCLIP	KHSRP	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR438GZQ	ENCSR438GZQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH289	Homo sapiens	eCLIP	KHSRP	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR438GZQ	ENCSR438GZQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH290	Homo sapiens	eCLIP	PRPF8	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR534YOI	ENCSR534YOI	hg19	Gene Yeo, UCSD	-	-	-
SBDH291	Homo sapiens	eCLIP	PRPF8	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR534YOI	ENCSR534YOI	hg19	Gene Yeo, UCSD	-	-	-
SBDH292	Homo sapiens	eCLIP	DDX42	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR576SHT	ENCSR576SHT	hg19	Gene Yeo, UCSD	-	-	-
SBDH293	Homo sapiens	eCLIP	DDX42	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR576SHT	ENCSR576SHT	hg19	Gene Yeo, UCSD	-	-	-
SBDH294	Homo sapiens	eCLIP	SMNDC1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR658IQB	ENCSR658IQB	hg19	Gene Yeo, UCSD	-	-	-
SBDH295	Homo sapiens	eCLIP	SMNDC1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR658IQB	ENCSR658IQB	hg19	Gene Yeo, UCSD	-	-	-
SBDH296	Homo sapiens	eCLIP	LARP7	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR456KXI	ENCSR456KXI	hg19	Gene Yeo, UCSD	-	-	-
SBDH297	Homo sapiens	eCLIP	LARP7	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR456KXI	ENCSR456KXI	hg19	Gene Yeo, UCSD	-	-	-
SBDH298	Homo sapiens	eCLIP	SLTM	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR000SSH	ENCSR000SSH	hg19	Gene Yeo, UCSD	-	-	-
SBDH299	Homo sapiens	eCLIP	SLTM	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR000SSH	ENCSR000SSH	hg19	Gene Yeo, UCSD	-	-	-
SBDH300	Homo sapiens	eCLIP	XRN2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR657TZB	ENCSR657TZB	hg19	Gene Yeo, UCSD	-	-	-
SBDH301	Homo sapiens	eCLIP	XRN2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR657TZB	ENCSR657TZB	hg19	Gene Yeo, UCSD	-	-	-
SBDH302	Homo sapiens	eCLIP	CPSF6	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR532VUB	ENCSR532VUB	hg19	Gene Yeo, UCSD	-	-	-
SBDH303	Homo sapiens	eCLIP	CPSF6	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR532VUB	ENCSR532VUB	hg19	Gene Yeo, UCSD	-	-	-
SBDH304	Homo sapiens	eCLIP	SBDS	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR059CWF	ENCSR059CWF	hg19	Gene Yeo, UCSD	-	-	-
SBDH305	Homo sapiens	eCLIP	SBDS	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR059CWF	ENCSR059CWF	hg19	Gene Yeo, UCSD	-	-	-
SBDH306	Homo sapiens	eCLIP	SND1	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR061EVO	ENCSR061EVO	hg19	Gene Yeo, UCSD	-	-	-
SBDH307	Homo sapiens	eCLIP	SND1	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR061EVO	ENCSR061EVO	hg19	Gene Yeo, UCSD	-	-	-
SBDH308	Homo sapiens	eCLIP	NONO	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR861PAR	ENCSR861PAR	hg19	Gene Yeo, UCSD	-	-	-
SBDH309	Homo sapiens	eCLIP	NONO	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR861PAR	ENCSR861PAR	hg19	Gene Yeo, UCSD	-	-	-
SBDH310	Homo sapiens	eCLIP	FAM120A	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR987NYS	ENCSR987NYS	hg19	Gene Yeo, UCSD	-	-	-
SBDH311	Homo sapiens	eCLIP	FAM120A	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR987NYS	ENCSR987NYS	hg19	Gene Yeo, UCSD	-	-	-
SBDH312	Homo sapiens	eCLIP	LSM11	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR022BVV	ENCSR022BVV	hg19	Gene Yeo, UCSD	-	-	-
SBDH313	Homo sapiens	eCLIP	LSM11	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR022BVV	ENCSR022BVV	hg19	Gene Yeo, UCSD	-	-	-
SBDH314	Homo sapiens	eCLIP	PCBP2	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR339FUY	ENCSR339FUY	hg19	Gene Yeo, UCSD	-	-	-
SBDH315	Homo sapiens	eCLIP	PCBP2	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR339FUY	ENCSR339FUY	hg19	Gene Yeo, UCSD	-	-	-
SBDH316	Homo sapiens	eCLIP	YWHAG	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR867ZVK	ENCSR867ZVK	hg19	Gene Yeo, UCSD	-	-	-
SBDH317	Homo sapiens	eCLIP	YWHAG	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR867ZVK	ENCSR867ZVK	hg19	Gene Yeo, UCSD	-	-	-
SBDH318	Homo sapiens	eCLIP	KHDRBS1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR628IDK	ENCSR628IDK	hg19	Gene Yeo, UCSD	-	-	-
SBDH319	Homo sapiens	eCLIP	KHDRBS1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR628IDK	ENCSR628IDK	hg19	Gene Yeo, UCSD	-	-	-
SBDH320	Homo sapiens	eCLIP	FXR1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR774RFN	ENCSR774RFN	hg19	Gene Yeo, UCSD	-	-	-
SBDH321	Homo sapiens	eCLIP	FXR1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR774RFN	ENCSR774RFN	hg19	Gene Yeo, UCSD	-	-	-
SBDH322	Homo sapiens	eCLIP	TAF15	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR568DZW	ENCSR568DZW	hg19	Gene Yeo, UCSD	-	-	-
SBDH323	Homo sapiens	eCLIP	TAF15	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR568DZW	ENCSR568DZW	hg19	Gene Yeo, UCSD	-	-	-
SBDH324	Homo sapiens	eCLIP	BUD13	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR830BSQ	ENCSR830BSQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH325	Homo sapiens	eCLIP	BUD13	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR830BSQ	ENCSR830BSQ	hg19	Gene Yeo, UCSD	-	-	-
SBDH326	Homo sapiens	eCLIP	SRSF9	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR773KRC	ENCSR773KRC	hg19	Gene Yeo, UCSD	-	-	-
SBDH327	Homo sapiens	eCLIP	SRSF9	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR773KRC	ENCSR773KRC	hg19	Gene Yeo, UCSD	-	-	-
SBDH328	Homo sapiens	eCLIP	DDX3X	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR930BZL	ENCSR930BZL	hg19	Gene Yeo, UCSD	-	-	-
SBDH329	Homo sapiens	eCLIP	DDX3X	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR930BZL	ENCSR930BZL	hg19	Gene Yeo, UCSD	-	-	-
SBDH330	Homo sapiens	eCLIP	RBFOX2	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR987FTF	ENCSR987FTF	hg19	Gene Yeo, UCSD	-	-	-
SBDH331	Homo sapiens	eCLIP	RBFOX2	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR987FTF	ENCSR987FTF	hg19	Gene Yeo, UCSD	-	-	-
SBDH332	Homo sapiens	eCLIP	HNRNPU	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR240MVJ	ENCSR240MVJ	hg19	Gene Yeo, UCSD	-	-	-
SBDH333	Homo sapiens	eCLIP	HNRNPU	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR240MVJ	ENCSR240MVJ	hg19	Gene Yeo, UCSD	-	-	-
SBDH334	Homo sapiens	eCLIP	LIN28B	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR861GYE	ENCSR861GYE	hg19	Gene Yeo, UCSD	-	-	-
SBDH335	Homo sapiens	eCLIP	LIN28B	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR861GYE	ENCSR861GYE	hg19	Gene Yeo, UCSD	-	-	-
SBDH336	Homo sapiens	eCLIP	GNL3	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR301UQM	ENCSR301UQM	hg19	Gene Yeo, UCSD	-	-	-
SBDH337	Homo sapiens	eCLIP	GNL3	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR301UQM	ENCSR301UQM	hg19	Gene Yeo, UCSD	-	-	-
SBDH338	Homo sapiens	eCLIP	HNRNPM	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR412NOW	ENCSR412NOW	hg19	Gene Yeo, UCSD	-	-	-
SBDH339	Homo sapiens	eCLIP	HNRNPM	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR412NOW	ENCSR412NOW	hg19	Gene Yeo, UCSD	-	-	-
SBDH340	Homo sapiens	eCLIP	PRPF8	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR121NVA	ENCSR121NVA	hg19	Gene Yeo, UCSD	-	-	-
SBDH341	Homo sapiens	eCLIP	PRPF8	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR121NVA	ENCSR121NVA	hg19	Gene Yeo, UCSD	-	-	-
SBDH342	Homo sapiens	eCLIP	DGCR8	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR947JVR	ENCSR947JVR	hg19	Gene Yeo, UCSD	-	-	-
SBDH343	Homo sapiens	eCLIP	DGCR8	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR947JVR	ENCSR947JVR	hg19	Gene Yeo, UCSD	-	-	-
SBDH344	Homo sapiens	eCLIP	ILF3	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR438KWZ	ENCSR438KWZ	hg19	Gene Yeo, UCSD	-	-	-
SBDH345	Homo sapiens	eCLIP	ILF3	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR438KWZ	ENCSR438KWZ	hg19	Gene Yeo, UCSD	-	-	-
SBDH346	Homo sapiens	eCLIP	RBM27	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR489RJI	ENCSR489RJI	hg19	Gene Yeo, UCSD	-	-	-
SBDH347	Homo sapiens	eCLIP	RBM27	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR489RJI	ENCSR489RJI	hg19	Gene Yeo, UCSD	-	-	-
SBDH348	Homo sapiens	eCLIP	HNRNPM	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR267UCX	ENCSR267UCX	hg19	Gene Yeo, UCSD	-	-	-
SBDH349	Homo sapiens	eCLIP	HNRNPM	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR267UCX	ENCSR267UCX	hg19	Gene Yeo, UCSD	-	-	-
SBDH350	Homo sapiens	eCLIP	FMR1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR331VNX	ENCSR331VNX	hg19	Gene Yeo, UCSD	-	-	-
SBDH351	Homo sapiens	eCLIP	FMR1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR331VNX	ENCSR331VNX	hg19	Gene Yeo, UCSD	-	-	-
SBDH352	Homo sapiens	eCLIP	LARP7	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR961OKA	ENCSR961OKA	hg19	Gene Yeo, UCSD	-	-	-
SBDH353	Homo sapiens	eCLIP	LARP7	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR961OKA	ENCSR961OKA	hg19	Gene Yeo, UCSD	-	-	-
SBDH354	Homo sapiens	eCLIP	LIN28B	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR970NKP	ENCSR970NKP	hg19	Gene Yeo, UCSD	-	-	-
SBDH355	Homo sapiens	eCLIP	LIN28B	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR970NKP	ENCSR970NKP	hg19	Gene Yeo, UCSD	-	-	-
SBDH356	Homo sapiens	eCLIP	HNRNPK	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR268ETU	ENCSR268ETU	hg19	Gene Yeo, UCSD	-	-	-
SBDH357	Homo sapiens	eCLIP	HNRNPK	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR268ETU	ENCSR268ETU	hg19	Gene Yeo, UCSD	-	-	-
SBDH358	Homo sapiens	eCLIP	GTF2F1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR736AAG	ENCSR736AAG	hg19	Gene Yeo, UCSD	-	-	-
SBDH359	Homo sapiens	eCLIP	GTF2F1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR736AAG	ENCSR736AAG	hg19	Gene Yeo, UCSD	-	-	-
SBDH360	Homo sapiens	eCLIP	SRSF7	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR513NDD	ENCSR513NDD	hg19	Gene Yeo, UCSD	-	-	-
SBDH361	Homo sapiens	eCLIP	SRSF7	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR513NDD	ENCSR513NDD	hg19	Gene Yeo, UCSD	-	-	-
SBDH362	Homo sapiens	eCLIP	RBM22	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR295OKT	ENCSR295OKT	hg19	Gene Yeo, UCSD	-	-	-
SBDH363	Homo sapiens	eCLIP	RBM22	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR295OKT	ENCSR295OKT	hg19	Gene Yeo, UCSD	-	-	-
SBDH364	Homo sapiens	eCLIP	FXR2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR224QWC	ENCSR224QWC	hg19	Gene Yeo, UCSD	-	-	-
SBDH365	Homo sapiens	eCLIP	FXR2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR224QWC	ENCSR224QWC	hg19	Gene Yeo, UCSD	-	-	-
SBDH366	Homo sapiens	eCLIP	SLTM	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR351PVI	ENCSR351PVI	hg19	Gene Yeo, UCSD	-	-	-
SBDH367	Homo sapiens	eCLIP	SLTM	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR351PVI	ENCSR351PVI	hg19	Gene Yeo, UCSD	-	-	-
SBDH368	Homo sapiens	eCLIP	SF3B4	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR279UJF	ENCSR279UJF	hg19	Gene Yeo, UCSD	-	-	-
SBDH369	Homo sapiens	eCLIP	SF3B4	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR279UJF	ENCSR279UJF	hg19	Gene Yeo, UCSD	-	-	-
SBDH370	Homo sapiens	eCLIP	IGF2BP1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR975KIR	ENCSR975KIR	hg19	Gene Yeo, UCSD	-	-	-
SBDH371	Homo sapiens	eCLIP	IGF2BP1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR975KIR	ENCSR975KIR	hg19	Gene Yeo, UCSD	-	-	-
SBDH372	Homo sapiens	eCLIP	SRSF1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR432XUP	ENCSR432XUP	hg19	Gene Yeo, UCSD	-	-	-
SBDH373	Homo sapiens	eCLIP	SRSF1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR432XUP	ENCSR432XUP	hg19	Gene Yeo, UCSD	-	-	-
SBDH374	Homo sapiens	eCLIP	FKBP4	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR018ZUE	ENCSR018ZUE	hg19	Gene Yeo, UCSD	-	-	-
SBDH375	Homo sapiens	eCLIP	BCCIP	HepG2	ENCODE, isogenic, rep1	ENCODE	ENCSR485QCG	ENCSR485QCG	hg19	Gene Yeo, UCSD	-	-	-
SBDH376	Homo sapiens	eCLIP	BCCIP	HepG2	ENCODE, isogenic, rep2	ENCODE	ENCSR485QCG	ENCSR485QCG	hg19	Gene Yeo, UCSD	-	-	-
SBDH377	Homo sapiens	eCLIP	IGF2BP2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR062NNB	ENCSR062NNB	hg19	Gene Yeo, UCSD	-	-	-
SBDH378	Homo sapiens	eCLIP	IGF2BP2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR062NNB	ENCSR062NNB	hg19	Gene Yeo, UCSD	-	-	-
SBDH379	Homo sapiens	eCLIP	TARDBP	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR584TCR	ENCSR584TCR	hg19	Gene Yeo, UCSD	-	-	-
SBDH380	Homo sapiens	eCLIP	TARDBP	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR584TCR	ENCSR584TCR	hg19	Gene Yeo, UCSD	-	-	-
SBDH381	Homo sapiens	iCLIP	EIF4G1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR961WWI	ENCSR961WWI	hg19	ENCODE Consortium	-	-	-
SBDH382	Homo sapiens	iCLIP	EIF4G1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR961WWI	ENCSR961WWI	hg19	ENCODE Consortium	-	-	-
SBDH383	Homo sapiens	iCLIP	IGF2BP3	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR096IJV	ENCSR096IJV	hg19	ENCODE Consortium	-	-	-
SBDH384	Homo sapiens	iCLIP	IGF2BP3	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR096IJV	ENCSR096IJV	hg19	ENCODE Consortium	-	-	-
SBDH385	Homo sapiens	iCLIP	TIAL1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR441YTO	ENCSR441YTO	hg19	ENCODE Consortium	-	-	-
SBDH386	Homo sapiens	iCLIP	TIAL1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR441YTO	ENCSR441YTO	hg19	ENCODE Consortium	-	-	-
SBDH387	Homo sapiens	iCLIP	IGF2BP1	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR427DED	ENCSR427DED	hg19	ENCODE Consortium	-	-	-
SBDH388	Homo sapiens	iCLIP	IGF2BP1	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR427DED	ENCSR427DED	hg19	ENCODE Consortium	-	-	-
SBDH389	Homo sapiens	iCLIP	IGF2BP2	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR193PVE	ENCSR193PVE	hg19	ENCODE Consortium	-	-	-
SBDH390	Homo sapiens	iCLIP	IGF2BP2	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR193PVE	ENCSR193PVE	hg19	ENCODE Consortium	-	-	-
SBDH391	Homo sapiens	iCLIP	FUS	K562	ENCODE, isogenic, rep2	ENCODE	ENCSR477TRN	ENCSR477TRN	hg19	ENCODE Consortium	-	-	-
SBDH392	Homo sapiens	iCLIP	FUS	K562	ENCODE, isogenic, rep1	ENCODE	ENCSR477TRN	ENCSR477TRN	hg19	ENCODE Consortium	-	-	-
SBDH393	Homo sapiens	PAR-CLIP	YTHDC1	HeLa	YTHDC1 overexpressed, rep1	GEO	GSE71096	GSM1826786	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH394	Homo sapiens	PAR-CLIP	SRSF1	HeLa	SRSF1 overexpressed	GEO	GSE71096	GSM1826787	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH395	Homo sapiens	PAR-CLIP	SRSF3	HeLa	SRSF3 overexpressed, rep1	GEO	GSE71096	GSM1826788	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH396	Homo sapiens	PAR-CLIP	SRSF7	HeLa	SRSF7 overexpressed	GEO	GSE71096	GSM1826789	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH397	Homo sapiens	PAR-CLIP	SRSF9	HeLa	SRSF9 overexpressed	GEO	GSE71096	GSM1826790	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH398	Homo sapiens	PAR-CLIP	SRSF10	HeLa	SRSF10 overexpressed, rep1	GEO	GSE71096	GSM1826791	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH399	Homo sapiens	PAR-CLIP	YTHDC1	HeLa	YTHDC1 overexpressed, rep2	GEO	GSE71096	GSM1826792	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH400	Homo sapiens	PAR-CLIP	SRSF3	HeLa	SRSF3 overexpressed, rep1	GEO	GSE71096	GSM1826793	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH401	Homo sapiens	PAR-CLIP	SRSF10	HeLa	SRSF10 overexpressed, rep2	GEO	GSE71096	GSM1826794	hg19	Xiao W, et al. Mol Cell 2016	Xiao W, Adhikari S, Dahal U, Chen YS et al. Nuclear m(6)A Reader YTHDC1 Regulates mRNA Splicing. Mol Cell 2016 Feb 18;61(4):507-19. 	26876937	PAR-CLIP analysis of YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 and SRSF10 in human HeLa cells
SBDH402	Homo sapiens	PAR-CLIP	CNBP	HEK293	FLAG-HA tagged	GEO	GSE76193	GSM1976310	hg19	-	-	-	The human cellular nucleic acid binding protien binds G-rich elements close to translation initiation sires and promotes translation
SBDH403	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	control, Nested	GEO	GSE78059	GSM2065789	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
SBDH404	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	10nM 17β-estradiol for 6 hours, Nested	GEO	GSE78059	GSM2065790	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
SBDH405	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	10nM 17β-estradiol for 24 hours, Nested	GEO	GSE78059	GSM2065791	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
